-1,-1,-1,-5,4,-12,11,1,-1,9,-7,12,-23
-1,-1,-1,-1,0,4,-6,0,-1,0,-1,0,-9
-1,-1,-1,-5,3,-13,10,1,-1,9,-7,11,-20
0,-1,0,-1,0,2,-6,-1,0,-1,0,0,-11
-1,-1,1,-7,6,-15,11,1,-1,10,-9,12,-17
3,4,4,2,2,5,-5,3,4,2,4,3,-4
-1,0,1,-7,5,-13,9,1,-1,10,-10,13,-15
4,4,3,2,2,3,-5,4,3,2,3,2,-4
-1,-2,0,-6,4,-13,5,2.22E-16,-2,6,-10,11,-12
3,4,3,2,2,2,-4,3,4,1,2,1,1
1,0,2,-4,5,-8,6,1,0,7,-9,14,-8
2,2,2,0,0,-1,-4,2,2,-1,0,0,3
1,1,1,-1,4,-5,5,1,0,5,-7,15,-4
0,0,0,-1,0,-1,-3,1,1,-1,-1,-1,2
2,0,2,0,4,0,3,0,0,-2,-4,13,1
1,0,0,0,-1,0,-1,0,-1,2,-2,0,5
2,1,1,1,1,3,1,0,0,-1,-1,9,7
-1,-1,0,-1,0,0,2,0,-1,1,-1,-3,6
2,2,1,4,1,6,1,0,1,2,3,6,11
-1,-1,0,-1,0,-1,3,-1,-1,-3,0,-3,5
1,1,0,2,-3,7,-5,-1,1,-3,4,-5,12
-3,-3,-3,-1,0,-1,4,-3,-3,-2,-2,-1,3
0,-1,0,3,-5,8,-8,-1,0,-8,4,-16,12
-4,-5,-3,-3,-2,-3,5,-4,-3,-1,-2,1,2
-1,-1,-1,4,-5,12,-9,-1,1,-6,8,-24,11
-1,-1,-2,1,-1,0,6,-1,-2,0,1,3,2
-2,-1,-1,3,-5,12,-10,-1,1,-5,9,-24,12
-1,-1,-2,1,-1,-2,6,-2,-1,-1,1,-1,2
-1,-1,-2,4,-5,12,-11,-1,1,-6,9,-25,11
-1,0,-1,1,-1,-3,4,-1,-1,0,0,-5,1
-1,-1,-1,4,-5,11,-13,-1,1,-7,9,-23,12
-1,-1,-1,0,-1,-6,4,-1,0,-1,0,-9,0
